,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked
864,41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,Male,95,1,Divorced,2107,20293,Y,17,1,80,1,2,Research Scientist,3,0,0,1.791759469228055,0.6931471805599453,0.0,Yes,1,1,2,1,No,6
865,30,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,Male,61,2,Divorced,4115,13192,Y,19,3,80,3,3,Sales Executive,3,3,3,2.1972245773362196,1.6094379124341003,0.0,No,1,3,3,3,No,8
866,40,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,Male,62,2,Married,4327,25440,Y,12,4,80,3,2,Sales Executive,3,0,0,1.791759469228055,0.0,0.0,No,2,2,3,3,No,5
868,28,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,Male,78,1,Married,3196,12449,Y,12,3,80,3,2,Laboratory Technician,3,5,3,1.9459101490553132,1.9459101490553132,1.3862943611198906,No,1,4,2,3,No,1
869,46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,Male,52,5,Married,19081,10849,Y,11,1,80,1,2,Research Director,3,2,3,3.258096538021482,1.6094379124341003,0.0,No,2,4,3,3,No,5
870,35,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,Male,94,2,Married,8966,21026,Y,15,4,80,3,2,Sales Executive,3,7,7,2.772588722239781,2.0794415416798357,0.6931471805599453,No,1,3,3,3,Yes,3
871,24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,Female,97,1,Married,2210,3372,Y,13,1,80,1,3,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,2,4,3,1,No,1
872,33,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,Female,82,2,Married,4539,4905,Y,12,1,80,1,3,Sales Executive,3,7,1,2.3978952727983707,2.3978952727983707,0.0,No,3,2,3,2,No,1
873,36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,Male,60,1,Divorced,2741,6865,Y,14,3,80,1,4,Laboratory Technician,3,7,7,2.0794415416798357,2.0794415416798357,0.6931471805599453,No,3,3,1,3,No,1
874,30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,Male,49,2,Divorced,3491,11309,Y,13,1,80,3,4,Laboratory Technician,3,7,9,2.3978952727983707,2.3978952727983707,2.1972245773362196,No,3,3,3,2,No,1
876,20,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,Male,43,1,Single,2678,5050,Y,17,4,80,0,2,Sales Representative,3,1,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,4,3,4,3,No,1
877,46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,Male,60,2,Divorced,7379,17433,Y,11,3,80,1,3,Manufacturing Director,3,3,4,2.5649493574615367,1.9459101490553132,0.6931471805599453,No,4,4,3,2,No,2
878,42,Non-Travel,179,Human Resources,2,5,Medical,1,1231,Male,79,2,Married,6272,12858,Y,16,1,80,1,3,Human Resources,3,3,3,2.3978952727983707,1.6094379124341003,0.0,No,1,4,4,4,No,7
879,60,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,Male,52,2,Divorced,5220,10893,Y,18,2,80,1,3,Sales Executive,3,7,9,2.5649493574615367,2.4849066497880004,0.6931471805599453,No,4,2,4,3,Yes,0
881,32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,Female,38,2,Single,4998,2338,Y,14,4,80,0,2,Research Scientist,3,7,7,2.3978952727983707,2.1972245773362196,0.0,No,3,4,3,3,Yes,4
883,33,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,Male,60,1,Married,2781,6311,Y,13,2,80,1,5,Research Scientist,3,10,10,2.772588722239781,2.70805020110221,1.6094379124341003,No,4,1,3,3,No,0
884,40,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,Female,84,2,Divorced,6852,11591,Y,12,2,80,1,2,Sales Executive,3,1,3,2.0794415416798357,1.791759469228055,0.6931471805599453,No,2,2,2,4,No,7
885,25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,Male,57,2,Single,4950,20623,Y,14,2,80,0,4,Sales Executive,3,3,1,1.791759469228055,1.6094379124341003,0.6931471805599453,No,4,3,3,3,No,0
887,42,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,Female,60,3,Married,13191,23281,Y,17,3,80,0,6,Research Director,3,0,0,3.044522437723423,0.6931471805599453,0.0,No,1,1,3,3,Yes,3
888,35,Non-Travel,1212,Sales,8,2,Marketing,1,1243,Female,78,3,Married,10377,13755,Y,11,2,80,1,6,Sales Executive,3,2,12,2.833213344056216,2.639057329615259,1.6094379124341003,No,4,3,2,2,Yes,4
889,27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,Male,42,1,Married,2235,14377,Y,14,4,80,2,3,Research Scientist,3,7,8,2.302585092994046,2.302585092994046,1.9459101490553132,No,1,1,3,2,Yes,1
890,54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,Female,53,3,Divorced,10502,9659,Y,17,1,80,1,2,Manufacturing Director,3,4,4,3.5263605246161616,1.791759469228055,0.6931471805599453,No,3,4,3,1,No,7
891,44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,Female,72,1,Married,2011,19982,Y,13,4,80,1,5,Research Scientist,3,5,7,2.3978952727983707,2.3978952727983707,2.0794415416798357,No,4,1,4,3,No,1
893,29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,Female,97,1,Divorced,3760,5598,Y,15,1,80,3,5,Research Scientist,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,No,4,1,3,3,No,1
894,54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,Male,85,4,Married,17779,23474,Y,14,1,80,0,2,Research Director,3,9,9,3.6109179126442243,2.3978952727983707,0.0,No,4,4,3,3,No,3
895,31,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,Male,80,2,Married,6833,17089,Y,12,4,80,0,2,Healthcare Representative,3,5,1,1.9459101490553132,1.9459101490553132,0.0,No,1,3,3,2,Yes,1
896,31,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,Female,96,2,Single,6812,17198,Y,19,2,80,0,2,Healthcare Representative,3,9,8,2.3978952727983707,2.3978952727983707,0.6931471805599453,No,1,3,2,3,No,1
897,59,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,Female,48,2,Single,5171,16490,Y,17,4,80,0,2,Sales Executive,3,1,5,2.639057329615259,1.9459101490553132,0.0,No,4,3,2,3,No,5
898,43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,Male,96,5,Married,19740,18625,Y,14,2,80,1,2,Research Director,3,7,7,3.258096538021482,2.1972245773362196,0.0,No,4,3,1,3,No,3
899,49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,Male,85,5,Married,18711,12124,Y,13,3,80,1,2,Manager,3,0,0,3.1780538303479458,0.6931471805599453,0.0,No,3,1,2,4,No,2
900,36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,Male,46,1,Married,3692,9256,Y,12,3,80,0,2,Research Scientist,3,10,7,2.5649493574615367,2.4849066497880004,0.0,No,2,3,3,2,No,1
901,48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,Male,76,1,Single,2559,16620,Y,11,3,80,0,4,Laboratory Technician,3,0,0,2.0794415416798357,0.6931471805599453,0.0,No,2,4,4,2,No,5
902,27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,Male,76,1,Divorced,2517,3208,Y,11,2,80,3,2,Research Scientist,3,3,3,1.791759469228055,1.791759469228055,0.0,No,3,1,3,3,No,1
903,29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,Male,82,2,Divorced,6623,4204,Y,11,2,80,2,2,Healthcare Representative,3,0,0,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,3,3,3,Yes,1
904,48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,Male,76,5,Single,18265,8733,Y,12,3,80,0,3,Research Director,3,0,0,3.258096538021482,0.6931471805599453,0.0,No,4,4,2,4,No,6
905,29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,Female,87,4,Divorced,16124,3423,Y,14,2,80,2,2,Research Director,3,7,7,2.302585092994046,2.0794415416798357,0.6931471805599453,No,4,4,2,2,No,3
906,34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,Female,89,1,Married,2585,21643,Y,17,4,80,0,5,Research Scientist,3,0,0,1.0986122886681096,0.6931471805599453,0.0,No,3,3,4,2,No,0
907,44,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,Male,88,5,Married,18213,8751,Y,11,3,80,1,5,Manager,3,9,10,3.295836866004329,3.1354942159291497,1.3862943611198906,No,2,2,3,3,No,7
908,33,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,Male,82,3,Divorced,8380,21708,Y,14,4,80,2,3,Sales Executive,3,8,8,2.3978952727983707,2.302585092994046,0.0,No,3,4,4,3,Yes,0
909,19,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,Female,57,1,Single,2994,21221,Y,12,4,80,0,2,Research Scientist,3,0,1,0.6931471805599453,0.6931471805599453,0.0,No,4,2,4,3,Yes,1
911,25,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,Male,73,1,Single,1118,8040,Y,14,4,80,0,4,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,Yes,4,3,1,3,Yes,1
913,45,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,Female,94,5,Single,18824,2493,Y,16,1,80,0,2,Manager,3,10,11,3.295836866004329,3.2188758248682006,0.6931471805599453,Yes,2,1,1,3,Yes,2
914,55,Non-Travel,177,Research & Development,8,1,Medical,1,1278,Male,37,4,Divorced,13577,25592,Y,15,4,80,1,3,Healthcare Representative,3,9,0,3.5553480614894135,3.5263605246161616,2.772588722239781,No,2,4,2,3,Yes,1
916,46,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,Female,33,5,Married,18789,9946,Y,14,3,80,1,2,Manager,3,4,8,3.295836866004329,2.4849066497880004,0.0,No,2,4,2,3,No,2
917,34,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,Female,86,2,Single,4538,6039,Y,12,4,80,0,3,Sales Executive,3,2,2,1.6094379124341003,1.3862943611198906,0.0,No,1,3,3,3,Yes,0
919,59,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,Male,67,3,Single,10512,20002,Y,12,4,80,0,6,Manufacturing Director,3,7,4,3.258096538021482,2.302585092994046,1.791759469228055,No,4,4,3,2,No,6
920,34,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,Female,46,2,Divorced,4444,22534,Y,13,3,80,2,2,Laboratory Technician,3,8,10,2.772588722239781,2.4849066497880004,1.791759469228055,No,2,3,3,4,No,4
921,28,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,Male,44,1,Single,2154,6842,Y,11,3,80,0,2,Laboratory Technician,3,2,2,1.791759469228055,1.6094379124341003,0.0,No,3,4,3,2,Yes,0
922,44,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,Male,92,5,Divorced,19190,17477,Y,14,4,80,2,4,Manager,3,9,13,3.295836866004329,3.258096538021482,2.70805020110221,No,1,3,4,2,No,1
923,34,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,Male,56,2,Married,4490,21833,Y,11,4,80,2,5,Human Resources,3,9,8,2.70805020110221,2.3978952727983707,0.6931471805599453,No,2,3,2,4,No,4
924,35,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,Male,66,1,Married,3506,6020,Y,14,4,80,0,3,Research Scientist,3,2,2,1.6094379124341003,1.3862943611198906,1.0986122886681096,No,3,3,3,3,Yes,0
925,42,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,Female,78,2,Married,2372,5628,Y,16,4,80,0,2,Research Scientist,3,0,0,2.9444389791664403,0.6931471805599453,0.0,No,2,2,4,3,Yes,6
926,43,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,Female,56,3,Single,10231,20364,Y,14,4,80,0,3,Sales Executive,3,7,17,3.1780538303479458,3.091042453358316,2.772588722239781,No,4,4,2,4,No,3
927,36,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,Female,53,2,Single,5410,2323,Y,11,4,80,0,2,Manufacturing Director,3,14,12,2.9444389791664403,2.833213344056216,1.791759469228055,No,2,3,3,3,Yes,9
928,44,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,Female,73,3,Married,7978,14075,Y,11,4,80,1,2,Healthcare Representative,3,7,5,2.3978952727983707,2.3978952727983707,0.0,Yes,4,1,3,3,No,1
929,28,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,Male,52,1,Married,3867,14222,Y,12,2,80,1,2,Laboratory Technician,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,4,4,2,3,Yes,1
930,51,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,Female,40,1,Single,2838,4257,Y,14,2,80,0,6,Laboratory Technician,3,0,7,2.1972245773362196,2.0794415416798357,2.0794415416798357,No,3,2,2,2,No,0
931,30,Non-Travel,879,Research & Development,9,2,Medical,1,1298,Female,72,2,Single,4695,12858,Y,18,3,80,0,3,Manufacturing Director,3,4,7,2.3978952727983707,2.1972245773362196,0.6931471805599453,No,3,3,3,3,Yes,7
932,29,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,Female,39,1,Divorced,3339,17285,Y,13,1,80,2,2,Laboratory Technician,3,7,7,2.3978952727983707,2.0794415416798357,2.0794415416798357,Yes,3,2,3,3,Yes,3
933,28,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,Male,84,1,Single,2080,4732,Y,11,2,80,0,2,Research Scientist,3,2,2,1.791759469228055,1.3862943611198906,0.6931471805599453,No,1,4,3,2,No,2
934,25,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,Female,40,1,Single,2096,18830,Y,18,4,80,0,3,Research Scientist,3,2,1,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,2,4,3,2,No,1
935,32,Travel_Rarely,604,Sales,8,3,Medical,1,1304,Male,56,2,Married,6209,11693,Y,15,3,80,2,4,Sales Executive,3,7,8,2.3978952727983707,2.3978952727983707,0.0,No,4,3,4,4,No,1
937,39,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,Female,94,4,Divorced,17123,17334,Y,13,4,80,2,4,Manager,3,9,2,3.091042453358316,2.995732273553991,2.772588722239781,No,2,3,2,3,Yes,6
938,58,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,Male,88,1,Divorced,2372,26076,Y,12,4,80,2,3,Research Scientist,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,3,1,3,3,No,1
939,32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,Male,79,2,Married,4883,22845,Y,18,1,80,1,3,Laboratory Technician,3,4,1,2.3978952727983707,2.3978952727983707,0.6931471805599453,Yes,3,4,3,3,No,1
940,39,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,Male,93,1,Single,3904,22154,Y,13,1,80,0,2,Research Scientist,3,2,3,1.9459101490553132,1.791759469228055,0.0,Yes,1,3,3,3,No,0
941,30,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,Female,48,2,Married,4627,23631,Y,12,1,80,1,6,Laboratory Technician,3,2,7,2.3978952727983707,2.302585092994046,1.9459101490553132,No,4,1,2,3,No,0
942,36,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,Female,63,3,Married,7094,5747,Y,12,1,80,0,0,Healthcare Representative,3,7,7,2.3978952727983707,2.0794415416798357,0.6931471805599453,No,3,4,3,3,No,3
943,46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,Female,44,1,Single,3423,22957,Y,12,3,80,0,3,Human Resources,3,6,7,2.3978952727983707,2.0794415416798357,1.791759469228055,No,1,4,3,4,No,6
944,28,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,Female,55,2,Married,6674,16392,Y,11,1,80,3,6,Laboratory Technician,3,8,5,2.3978952727983707,2.302585092994046,2.0794415416798357,No,4,3,1,3,No,0
945,50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,Female,43,4,Married,16880,22422,Y,11,2,80,0,2,Research Director,3,2,2,3.258096538021482,1.3862943611198906,0.6931471805599453,No,1,4,3,3,Yes,4
946,40,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,Male,57,3,Single,9094,17235,Y,12,3,80,0,2,Sales Executive,3,4,0,2.302585092994046,1.791759469228055,0.6931471805599453,Yes,2,4,2,3,Yes,2
947,52,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,Male,64,3,Single,8446,21534,Y,19,3,80,0,2,Sales Executive,3,7,7,2.3978952727983707,2.1972245773362196,2.0794415416798357,Yes,2,2,3,2,Yes,9
949,39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,Male,32,2,Single,4534,13352,Y,11,1,80,0,6,Manufacturing Director,3,7,7,2.302585092994046,2.1972245773362196,0.6931471805599453,No,3,1,3,3,No,0
950,31,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,Female,57,3,Divorced,9852,8935,Y,19,1,80,1,5,Sales Executive,3,8,6,2.3978952727983707,2.3978952727983707,2.302585092994046,No,3,4,3,2,Yes,1
951,41,Non-Travel,256,Sales,10,2,Medical,1,1329,Male,40,2,Single,6151,22074,Y,13,1,80,0,4,Sales Executive,3,2,9,2.995732273553991,2.995732273553991,2.4849066497880004,No,2,3,1,3,No,1
952,31,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,Female,54,1,Single,2302,8319,Y,11,1,80,0,2,Sales Representative,3,2,2,1.3862943611198906,1.3862943611198906,1.0986122886681096,Yes,2,4,3,4,Yes,1
953,44,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,Male,89,1,Married,2362,14669,Y,12,3,80,0,4,Laboratory Technician,3,2,2,2.3978952727983707,1.3862943611198906,0.6931471805599453,Yes,1,1,3,4,No,4
954,42,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,Male,37,4,Married,17861,26582,Y,13,4,80,0,3,Manager,3,8,10,3.091042453358316,3.044522437723423,1.0986122886681096,No,3,3,3,2,Yes,0
955,55,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,Female,58,5,Married,19187,6992,Y,14,4,80,1,5,Manager,3,9,11,3.1780538303479458,2.995732273553991,2.302585092994046,No,3,4,1,3,No,4
956,56,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,Male,99,5,Single,19717,4022,Y,14,1,80,0,4,Manager,3,3,7,3.6109179126442243,2.0794415416798357,2.0794415416798357,No,2,4,3,3,No,6
957,40,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,Male,74,1,Divorced,3544,8532,Y,16,2,80,1,0,Research Scientist,3,2,0,1.9459101490553132,1.6094379124341003,0.0,No,3,3,3,3,No,9
958,34,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,Male,86,3,Divorced,8500,5494,Y,11,4,80,1,0,Healthcare Representative,3,7,6,2.3978952727983707,2.302585092994046,0.6931471805599453,No,4,4,3,2,No,0
959,40,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,Male,98,2,Single,4661,22455,Y,13,3,80,0,4,Research Scientist,3,8,8,2.302585092994046,2.302585092994046,2.1972245773362196,No,4,3,3,3,No,1
960,41,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,Female,66,2,Divorced,4103,4297,Y,17,4,80,1,2,Sales Executive,3,3,7,2.3978952727983707,2.302585092994046,0.6931471805599453,No,1,3,3,3,No,0
961,35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,Male,87,2,Single,4249,2690,Y,11,2,80,0,3,Research Scientist,3,6,1,2.302585092994046,2.302585092994046,0.6931471805599453,No,3,3,3,3,Yes,1
962,51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,Male,84,4,Divorced,14026,17588,Y,11,2,80,1,2,Manager,3,9,10,3.5263605246161616,3.5263605246161616,0.0,No,2,3,3,3,Yes,1
963,38,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,Female,31,2,Divorced,6893,19461,Y,15,4,80,1,3,Sales Executive,3,7,7,2.4849066497880004,2.0794415416798357,0.6931471805599453,No,1,2,3,3,No,3
964,34,Travel_Rarely,507,Sales,15,2,Medical,1,1356,Female,66,2,Single,6125,23553,Y,12,4,80,0,6,Sales Executive,3,8,6,2.3978952727983707,2.3978952727983707,2.302585092994046,No,1,3,3,4,No,1
965,25,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,Male,67,1,Married,3669,9075,Y,11,3,80,3,6,Laboratory Technician,3,2,2,2.0794415416798357,1.3862943611198906,0.6931471805599453,No,4,4,3,2,No,3
966,58,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,Female,53,3,Married,10008,12023,Y,14,4,80,0,0,Manufacturing Director,3,9,9,3.4657359027997265,2.3978952727983707,1.791759469228055,Yes,1,3,2,2,Yes,7
968,36,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,Female,83,2,Married,4639,2261,Y,16,4,80,1,2,Sales Executive,3,7,13,2.8903717578961645,2.772588722239781,1.9459101490553132,No,1,1,4,2,No,2
969,48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,Male,54,3,Single,7898,18706,Y,11,3,80,0,2,Manufacturing Director,3,9,8,2.4849066497880004,2.3978952727983707,0.0,No,4,4,3,3,No,1
970,27,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,Female,98,1,Married,2534,6527,Y,14,2,80,1,4,Sales Representative,3,0,0,1.791759469228055,0.6931471805599453,0.0,No,4,3,4,3,No,8
971,51,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,Female,82,4,Single,13142,24439,Y,16,2,80,0,1,Manufacturing Director,3,2,3,3.4011973816621555,1.791759469228055,0.0,No,2,4,2,2,No,3
972,18,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,Female,97,1,Single,1611,19305,Y,15,3,80,0,5,Laboratory Technician,3,0,0,0.0,0.0,0.0,No,4,4,3,4,No,1
973,35,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,Female,60,2,Married,5363,10846,Y,12,2,80,1,0,Laboratory Technician,3,7,0,2.3978952727983707,2.302585092994046,0.0,No,4,4,2,3,No,0
975,55,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,Male,85,4,Single,13695,9277,Y,17,3,80,0,2,Sales Executive,3,7,8,3.2188758248682006,2.995732273553991,1.3862943611198906,Yes,3,1,4,2,Yes,6
976,56,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,Male,68,4,Married,13402,18235,Y,12,1,80,1,0,Manufacturing Director,3,16,9,3.5263605246161616,2.995732273553991,2.772588722239781,No,2,4,3,3,Yes,4
979,34,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,Male,86,2,Married,5429,17491,Y,13,1,80,2,1,Laboratory Technician,3,7,7,2.3978952727983707,2.1972245773362196,2.0794415416798357,No,3,2,3,3,No,4
980,31,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,Female,90,1,Single,2785,11882,Y,14,3,80,0,3,Sales Representative,3,0,0,1.3862943611198906,0.6931471805599453,0.0,Yes,4,3,2,4,No,7
981,35,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,Female,67,2,Married,4614,23288,Y,18,3,80,1,0,Sales Executive,3,2,2,1.791759469228055,1.6094379124341003,1.3862943611198906,Yes,3,4,3,2,Yes,0
982,38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,Male,57,1,Divorced,2610,15748,Y,11,4,80,3,2,Research Scientist,3,2,3,1.6094379124341003,1.6094379124341003,0.0,No,3,4,4,3,No,1
983,34,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,Female,98,2,Single,6687,6163,Y,11,4,80,0,2,Healthcare Representative,3,11,11,2.70805020110221,2.70805020110221,1.6094379124341003,No,4,3,3,4,No,1
984,28,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,Male,48,2,Married,4724,24232,Y,11,3,80,1,0,Sales Executive,3,3,4,1.791759469228055,1.791759469228055,0.0,No,1,3,2,3,No,1
985,31,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,Male,98,2,Married,6179,21057,Y,15,4,80,2,3,Manufacturing Director,3,2,7,2.3978952727983707,2.3978952727983707,1.9459101490553132,Yes,3,4,3,2,Yes,1
